# Regenerated post-F2; original tokens were undercounted ~12x (22994 baseline / 21967 augmented). This file begins with a non-CSV comment line; strip before ingesting.
scenario_id,runner_name,mode,success,tokens,screenshots,tool_calls,wallclock_s,steps,started_at_iso
b-libreoffice-write,openclaw,augmented,True,266708,0,,103.805,0,2026-04-19T14:27:19.458870+00:00
